id_municipio,uf,municipio,easting,northing
563,BA,São José do Jacuípe,1060655.673,8733299.367
564,BA,São Miguel das Matas,1101743.27,8551482.942
565,BA,São Sebastião do Passé,1208642.38,8608051.164
580,BA,Sítio do Mato,665996.704,8553498.842
581,BA,Sítio do Quinto,1243728.467,8847462.302
584,BA,Tabocas do Brejo Velho,607765.189,8595543.224
585,BA,Tanhaçu,905483.317,8446878.885
586,BA,Tanque Novo,771286.059,8500814.605
587,BA,Tanquinho,1143028.968,8670109.222
588,BA,Taperoá,1139324.07,8496295.417
589,BA,Tapiramutá,958643.625,8686849.748
590,BA,Teixeira de Freitas,1058914.577,8052967.896
591,BA,Teodoro Sampaio,1193460.815,8632598.075
592,BA,Teofilândia,1156442.341,8723774.23
593,BA,Teolândia,1097547.523,8490882.964
594,BA,Terra Nova,1194407.466,8622143.051
595,BA,Tremedal,885767.427,8341469.279
596,BA,Tucano,1179808.316,8781597.258
597,BA,Uauá,1106229.153,8908024.833
599,BA,Ubaitaba,1113229.431,8411241.706
600,BA,Ubatã,1091981.895,8422491.5
598,BA,Ubaíra,1078545.192,8526653.967
601,BA,Uibaí,812699.532,8744952.376
602,BA,Umburanas,902257.495,8811036.702
603,BA,Una,1136970.445,8302107.28
604,BA,Urandi,753000.454,8366032.99
605,BA,Uruçuca,1116432.402,8378561.626
606,BA,Utinga,925227.106,8661755.337
608,BA,Valente,1105576.603,8733296.03
607,BA,Valença,1142811.065,8514577.552
612,BA,Varzedo,1109113.733,8559791.776
613,BA,Vera Cruz,1193786.632,8558942.841
614,BA,Vereda,1021773.029,8089680.59
615,BA,Vitória da Conquista,947413.376,8352829.344
611,BA,Várzea Nova,943141.505,8752683.15
609,BA,Várzea da Roça,1031194.709,8713080.758
610,BA,Várzea do Poço,1011410.761,8721529.705
616,BA,Wagner,916615.507,8639309.815
617,BA,Wanderley,620159.536,8660555.932
618,BA,Wenceslau Guimarães,1098139.423,8479626.683
619,BA,Xique-Xique,748787.809,8802667.84
208,BA,Água Fria,1180443.082,8681090.248
326,BA,Érico Cardoso,810246.361,8514453.658
620,CE,Abaiara,1158773.281,9183623.487
621,CE,Acarapé,1199933.124,9530624.591
622,CE,Acaraú,1043183.825,9679652.98
623,CE,Acopiara,1115279.785,9323774.924
624,CE,Aiuaba,1040360.45,9271011.866
625,CE,Alcântaras,994945.516,9602499.423
626,CE,Altaneira,1082261.211,9223165.101
627,CE,Alto Santo,1246662.665,9386855.877
628,CE,Amontada,1075221.991,9627071.81
629,CE,Antonina do Norte,1054654.956,9248900.35
630,CE,Apuiarés,1118654.828,9561874.113
631,CE,Aquiraz,1235514.072,9566109.185
632,CE,Aracati,1304349.774,9492114.053
633,CE,Aracoiaba,1187857.011,9514278.166
634,CE,Ararendá,962732.262,9474054.514
635,CE,Araripe,1037627.962,9199812.43
636,CE,Aratuba,1161641.979,9509648.061
637,CE,Arneiroz,1035362.942,9299319.193
638,CE,Assaré,1067639.917,9237920.021
639,CE,Aurora,1166849.813,9229359.002
640,CE,Baixio,1196139.506,9252782.877
641,CE,Banabuiú,1175688.642,9410344.121
642,CE,Barbalha,1129945.482,9189296.598
643,CE,Barreira,1206862.139,9522962.963
644,CE,Barro,1188721.842,9202564.911
645,CE,Barroquinha,929716.032,9665374.908
646,CE,Baturité,1180229.815,9519092.054
647,CE,Beberibe,1264594.785,9534909.127
648,CE,Bela Cruz,1037659.703,9661675.462
649,CE,Boa Viagem,1084512.729,9432491.982
650,CE,Brejo Santo,1165407.032,9168103.972
651,CE,Camocim,961121.855,9678559.692
652,CE,Campos Sales,1012004.881,9216226.677
653,CE,Canindé,1131762.858,9516622.288
654,CE,Capistrano,1177474.383,9504695.105
655,CE,Caridade,1145735.307,9530568.527
657,CE,Caririaçu,1132463.001,9219276.792
656,CE,Cariré,1002739.01,9562186.999
658,CE,Cariús,1109923.787,9275500.483
659,CE,Carnaubal,950825.124,9539044.169
660,CE,Cascavel,1251887.335,9540334.947
661,CE,Catarina,1067948.53,9320493.045
662,CE,Catunda,1032999.596,9484947.337
663,CE,Caucaia,1205223.196,9585397.877
664,CE,Cedro,1157680.73,9266502.905
665,CE,Chaval,917725.896,9663733.907
667,CE,Chorozinho,1222980.021,9522880.07
666,CE,Choró,1151514.123,9462304.789
668,CE,Coreaú,982628.115,9607422.174
669,CE,Crateús,982147.05,9427150.667
670,CE,Crato,1118057.481,9198654.352
671,CE,Croatá,955027.669,9511875.75
672,CE,Cruz,1036736.606,9676304.005
673,CE,Deputado Irapuan Pinheiro,1136722.784,9342911.544
674,CE,Ererê,1237979.826,9329239.596
675,CE,Eusébio,1228109.415,9566922.961
676,CE,Farias Brito,1101270.555,9231489.07
677,CE,Forquilha,1026512.525,9578596.15
678,CE,Fortaleza,1218599.739,9586560.531
679,CE,Fortim,1301095.817,9504069.291
680,CE,Frecheirinha,964769.208,9583778.0
681,CE,General Sampaio,1116570.114,9550954.331
683,CE,Granja,962937.155,9653353.087
684,CE,Granjeiro,1140251.409,9235485.54
682,CE,Graça,972289.033,9551747.91
685,CE,Groaíras,1012870.197,9565537.558
686,CE,Guaiúba,1207369.359,9550613.2
687,CE,Guaraciaba do Norte,972381.94,9539120.093
688,CE,Guaramiranga,1174613.122,9526196.824
689,CE,Hidrolândia,1010283.33,9511023.796
690,CE,Horizonte,1226252.479,9541525.775
691,CE,Ibaretama,1194400.679,9465846.066
692,CE,Ibiapina,956538.184,9565148.822
693,CE,Ibicuitinga,1206924.203,9447240.865
694,CE,Icapuí,1350567.414,9474479.805
695,CE,Icó,1180799.865,9288911.707
696,CE,Iguatu,1132615.542,9293187.043
697,CE,Independência,1020327.798,9402455.117
698,CE,Ipaporanga,971220.735,9457157.982
699,CE,Ipaumirim,1195550.509,9245761.407
700,CE,Ipu,976926.039,9521431.862
701,CE,Ipueiras,976129.465,9496990.064
702,CE,Iracema,1244305.269,9353105.268
703,CE,Irauçuba,1079940.676,9584068.615
705,CE,Itaitinga,1219789.974,9558836.536
704,CE,Itaiçaba,1296948.03,9479576.14
706,CE,Itapajé,1102154.224,9591065.216
707,CE,Itapipoca,1102494.064,9611472.009
708,CE,Itapiúna,1174785.733,9493659.045
709,CE,Itarema,1065660.924,9675436.296
710,CE,Itatira,1097661.388,9497503.008
711,CE,Jaguaretama,1191980.82,9376759.524
712,CE,Jaguaribara,1217293.153,9368412.449
713,CE,Jaguaribe,1207342.932,9343553.083
714,CE,Jaguaruana,1302569.092,9461684.869
715,CE,Jardim,1131703.964,9158410.973
716,CE,Jati,1162559.718,9146464.968
717,CE,Jijoca de Jericoacoara,999241.78,9690298.439
718,CE,Juazeiro do Norte,1129476.498,9200634.223
719,CE,Jucás,1106929.469,9276538.6
720,CE,Lavras da Mangabeira,1167513.675,9250325.82
721,CE,Limoeiro do Norte,1268271.913,9427254.663
722,CE,Madalena,1102690.802,9461940.305
723,CE,Maracanaú,1209134.297,9569906.329
724,CE,Maranguape,1202745.577,9567235.931
725,CE,Marco,1038610.974,9652958.932
726,CE,Martinópole,979339.625,9642499.068
727,CE,Massapê,1017885.576,9609230.506
728,CE,Mauriti,1188764.294,9178755.161
729,CE,Meruoca,1005527.044,9607506.838
730,CE,Milagres,1170359.57,9188846.867
731,CE,Milhã,1144733.882,9369754.115
732,CE,Miraíma,1059769.361,9604015.621
733,CE,Missão Velha,1147677.677,9196068.18
734,CE,Mombaça,1095431.631,9362912.328
735,CE,Monsenhor Tabosa,1047949.317,9468460.946
736,CE,Morada Nova,1236467.408,9432775.033
737,CE,Moraújo,980560.781,9616120.841
738,CE,Morrinhos,1042454.412,9641208.659
739,CE,Mucambo,972793.296,9567429.654
740,CE,Mulungu,1167537.994,9521755.188
741,CE,Nova Olinda,1089286.319,9213562.297
742,CE,Nova Russas,992661.09,9478287.539
743,CE,Novo Oriente,968797.678,9387577.08
744,CE,Ocara,1212218.918,9501113.289
745,CE,Orós,1175438.078,9305035.728
746,CE,Pacajus,1226841.433,9535938.056
747,CE,Pacatuba,1209889.06,9557509.061
748,CE,Pacoti,1175765.631,9530362.964
749,CE,Pacujá,977905.719,9558473.808
750,CE,Palhano,1282056.088,9472458.368
751,CE,Palmácia,1184480.881,9539923.56
752,CE,Paracuru,1164339.792,9620539.166
753,CE,Paraipaba,1151164.246,9617995.053
754,CE,Parambu,977186.228,9311894.552
755,CE,Paramoti,1140211.001,9545829.948
756,CE,Pedra Branca,1087070.654,9394633.708
757,CE,Penaforte,1154816.213,9130797.737
758,CE,Pentecoste,1137373.227,9578668.719
759,CE,Pereiro,1225015.927,9328478.696
760,CE,Pindoretama,1244735.613,9553064.592
761,CE,Piquet Carneiro,1119053.562,9355820.656
762,CE,Pires Ferreira,983840.781,9530068.948
763,CE,Poranga,952776.013,9473997.549
764,CE,Porteiras,1150474.673,9164087.869
765,CE,Potengi,1050250.422,9213175.83
766,CE,Potiretama,1259391.821,9364005.353
767,CE,Quiterianópolis,976430.419,9352383.859
768,CE,Quixadá,1164644.0,9448047.505
769,CE,Quixelô,1142549.733,9306014.074
770,CE,Quixeramobim,1133948.834,9423393.442
771,CE,Quixeré,1280026.637,9435194.058
772,CE,Redenção,1197460.557,9531195.879
773,CE,Reriutaba,991499.512,9540813.768
774,CE,Russas,1281105.949,9451305.268
775,CE,Saboeiro,1064379.427,9274836.275
776,CE,Salitre,1002755.914,9192322.932
779,CE,Santa Quitéria,1038540.318,9520107.292
777,CE,Santana do Acaraú,1032458.004,9616057.08
778,CE,Santana do Cariri,1082639.883,9203426.76
784,CE,Senador Pompeu,1124478.894,9379960.927
785,CE,Senador Sá,1004166.876,9628214.444
786,CE,Sobral,1017129.838,9590881.316
787,CE,Solonópole,1164356.706,9364394.982
780,CE,São Benedito,959983.939,9551488.406
781,CE,São Gonçalo do Amarante,1170611.711,9599293.21
782,CE,São João do Jaguaribe,1247503.503,9412868.628
783,CE,São Luís do Curu,1140814.717,9592308.405
788,CE,Tabuleiro do Norte,1263297.066,9416218.039
789,CE,Tamboril,1019547.72,9464186.137
790,CE,Tarrafas,1080714.52,9258706.471
791,CE,Tauá,1021090.301,9336125.158
792,CE,Tejuçuoca,1102571.044,9557178.244
793,CE,Tianguá,945382.72,9586741.819
794,CE,Trairi,1137847.978,9636813.476
795,CE,Tururu,1119611.305,9601953.12
796,CE,Ubajara,953315.517,9572871.547
797,CE,Umari,1197652.794,9261718.98
798,CE,Umirim,1128825.142,9591631.881
799,CE,Uruburetama,1110545.005,9597673.493
800,CE,Uruoca,993429.907,9633236.821
801,CE,Varjota,1002802.75,9534988.343
803,CE,Viçosa do Ceará,934412.089,9604844.197
802,CE,Várzea Alegre,1131525.895,9246556.09
804,DF,Brasília,186092.623,8253268.653
5709,DF,Brazlândia,165398.313,8271711.414
5710,DF,Candangolândia,184123.648,8245482.969
805,DF,Ceilândia,167463.012,8249317.502
5711,DF,Cruzeiro,186426.338,8251557.063
5712,DF,Gama,171614.796,8226859.604
5713,DF,Guará,181674.069,8249804.47
5714,DF,Lago Norte,196385.855,8259862.221
5715,DF,Lago Sul,193486.332,8239314.362
5716,DF,Núcleo Bandeirante,181805.268,8243064.213
5717,DF,Paranoá,202144.325,8253907.795
5718,DF,Planaltina,215626.887,8271144.394
5719,DF,Recanto das Emas,168056.771,8237993.032
5720,DF,Riacho Fundo,177276.652,8241614.7
5721,DF,Samambaia,169020.632,8242938.259
5722,DF,Santa Maria,180269.483,8228365.249
5723,DF,Sobradinho,200617.483,8266921.954
5724,DF,São Sebastião,202738.451,8239831.98
806,DF,Taguatinga,174643.87,8284068.214
807,ES,Afonso Cláudio,905272.435,7775196.291
810,ES,Alegre,860518.899,7700766.917
811,ES,Alfredo Chaves,942608.632,7711947.133
812,ES,Alto Rio Novo,918910.79,7887578.776
813,ES,Anchieta,953808.524,7694349.902
814,ES,Apiacá,856344.58,7657146.975
815,ES,Aracruz,995102.906,7801501.42
816,ES,Atilio Vivacqua,895523.756,7682795.406
817,ES,Baixo Guandu,918790.873,7836614.986
818,ES,Barra de São Francisco,932821.691,7921309.197
819,ES,Boa Esperança,996199.883,7943647.318
820,ES,Bom Jesus do Norte,845631.708,7661253.421
821,ES,Brejetuba,887384.323,7768766.541
822,ES,Cachoeiro de Itapemirim,903905.311,7690000.202
823,ES,Cariacica,979042.04,7752746.386
824,ES,Castelo,895856.677,7717139.933
825,ES,Colatina,959085.434,7832519.646
826,ES,Conceição da Barra,1055990.249,7936567.148
827,ES,Conceição do Castelo,892438.112,7743765.716
828,ES,Divino de São Lourenço,844617.597,7716077.742
829,ES,Domingos Martins,953335.716,7742663.975
830,ES,Dores do Rio Preto,829151.619,7708606.01
831,ES,Ecoporanga,940198.111,7963805.235
832,ES,Fundão,980961.057,7788904.147
833,ES,Governador Lindenberg,977404.352,7865064.512
835,ES,Guarapari,968076.142,7707085.123
834,ES,Guaçuí,846410.446,7700093.367
836,ES,Ibatiba,864839.619,7758701.198
837,ES,Ibiraçu,984895.229,7799946.387
838,ES,Ibitirama,847608.136,7724476.381
839,ES,Iconha,936023.42,7695289.005
840,ES,Irupi,850387.876,7746202.39
841,ES,Itaguaçu,933883.87,7805136.143
842,ES,Itapemirim,933572.394,7671136.918
843,ES,Itarana,932097.419,7797056.004
844,ES,Iúna,861973.355,7745628.196
845,ES,Jaguaré,1019056.503,7902222.133
846,ES,Jerônimo Monteiro,875364.09,7695860.297
847,ES,João Neiva,983794.019,7808735.357
848,ES,Laranja da Terra,912432.873,7794821.753
849,ES,Linhares,1018750.95,7848072.62
850,ES,Mantenópolis,908537.586,7910254.775
851,ES,Marataízes,932675.916,7667797.911
852,ES,Marechal Floriano,952067.237,7736528.648
853,ES,Marilândia,968025.851,7847600.71
854,ES,Mimoso do Sul,878173.445,7666585.171
855,ES,Montanha,990557.344,7989218.267
856,ES,Mucurici,974401.343,7993366.836
857,ES,Muniz Freire,874015.681,7732945.579
858,ES,Muqui,880073.741,7678953.294
859,ES,Nova Venécia,984827.342,7924457.806
860,ES,Pancas,936140.304,7869301.894
861,ES,Pedro Canário,1033472.066,7969191.986
862,ES,Pinheiros,1005604.294,7957325.506
863,ES,Piúma,944908.321,7690378.392
864,ES,Ponto Belo,971584.712,7990238.901
865,ES,Presidente Kennedy,910830.281,7662081.113
866,ES,Rio Bananal,990445.598,7862490.393
867,ES,Rio Novo do Sul,922750.391,7688490.991
868,ES,Santa Leopoldina,967969.043,7771175.647
869,ES,Santa Maria de Jetibá,945451.65,7780046.666
870,ES,Santa Teresa,961013.29,7789516.398
876,ES,Serra,990915.21,7768198.74
877,ES,Sooretama,1015912.693,7870915.273
871,ES,São Domingos do Norte,960092.121,7877340.163
872,ES,São Gabriel da Palha,970110.304,7891184.182
873,ES,São José do Calçado,846828.404,7671189.103
874,ES,São Mateus,1042678.509,7922166.835
875,ES,São Roque do Canaã,955841.532,7811313.904
878,ES,Vargem Alta,915010.68,7709386.096
879,ES,Venda Nova do Imigrante,903634.618,7747596.771
880,ES,Viana,970646.144,7739733.992
881,ES,Vila Pavão,963585.488,7936748.751
882,ES,Vila Valério,986166.881,7893258.018
883,ES,Vila Velha,992307.907,7743655.889
884,ES,Vitória,989738.24,7746642.182
808,ES,Água Doce do Norte,923940.893,7944429.751
809,ES,Águia Branca,948344.73,7895453.344
885,GO,Abadia de Goiás,26266.532,8141989.234
886,GO,Abadiânia,103680.156,8205697.806
887,GO,Acreúna,-71600.332,8068605.111
888,GO,Adelândia,-52170.586,8178366.237
892,GO,Alexânia,124671.645,8218653.138
893,GO,Aloândia,24949.542,8034114.732
894,GO,Alto Horizonte,31560.743,8426041.224
895,GO,Alto Paraíso de Goiás,229018.183,8436393.658
896,GO,Alvorada do Norte,339305.486,8398698.632
897,GO,Amaralina,35505.189,8456524.683
898,GO,Americano do Brasil,-33051.671,8196751.512
899,GO,Amorinópolis,-150786.841,8153104.731
901,GO,Anhanguera,159586.51,7969863.714
902,GO,Anicuns,-30176.793,8173202.421
900,GO,Anápolis,77479.697,8190669.679
903,GO,Aparecida de Goiânia,47173.525,8135516.454
904,GO,Aparecida do Rio Doce,-151148.736,7966276.689
905,GO,Aporé,-230246.815,7889133.207
907,GO,Aragarças,-276492.069,8229144.895
908,GO,Aragoiânia,25950.91,8125185.975
909,GO,Araguapaz,-106022.649,8323853.142
906,GO,Araçu,-340.349,8185887.136
910,GO,Arenópolis,-201408.73,8177262.89
911,GO,Aruanã,-154432.602,8341942.735
912,GO,Aurilândia,-83349.074,8148147.39
913,GO,Avelinópolis,-8345.527,8173386.946
914,GO,Baliza,-307826.049,8194429.894
915,GO,Barro Alto,79446.483,8341746.221
916,GO,Bela Vista de Goiás,79062.929,8119600.653
917,GO,Bom Jardim de Goiás,-268342.876,8194774.744
918,GO,Bom Jesus de Goiás,-1633.26,7979280.727
919,GO,Bonfinópolis,77187.393,8158598.598
920,GO,Bonópolis,-20866.569,8487710.497
921,GO,Brazabrantes,31333.102,8178625.607
922,GO,Britânia,-162623.194,8305431.941
923,GO,Buriti Alegre,72314.005,7989870.026
924,GO,Buriti de Goiás,-81207.66,8203551.457
925,GO,Buritinópolis,348298.928,8399032.551
926,GO,Cabeceiras,293643.256,8252292.685
927,GO,Cachoeira Alta,-127308.728,7915034.449
929,GO,Cachoeira Dourada,27022.815,7950188.728
928,GO,Cachoeira de Goiás,-102866.031,8149130.427
931,GO,Caiapônia,-226386.427,8112918.334
932,GO,Caldas Novas,115532.596,8034420.55
933,GO,Caldazinha,73155.453,8148050.721
934,GO,Campestre de Goiás,-843.722,8140799.515
935,GO,Campinaçu,113855.908,8472960.631
936,GO,Campinorte,51988.505,8413565.399
937,GO,Campo Alegre de Goiás,205347.621,8047882.497
5673,GO,Campo Limpo de Goiás,63924.472,8193204.883
938,GO,Campos Belos,308262.896,8558328.103
939,GO,Campos Verdes,-2412.614,8420238.942
940,GO,Carmo do Rio Verde,-5790.782,8296906.751
941,GO,Castelândia,-51136.037,7991838.053
942,GO,Catalão,188516.979,7988992.846
943,GO,Caturaí,19887.208,8176532.961
944,GO,Cavalcante,234407.745,8473303.409
930,GO,Caçu,-148150.087,7936853.997
945,GO,Ceres,5715.327,8302570.576
946,GO,Cezarina,-8921.303,8117359.771
947,GO,Chapadão do Céu,-299164.875,7948055.58
948,GO,Cidade Ocidental,187030.486,8220392.244
949,GO,Cocalzinho de Goiás,95467.12,8250504.172
950,GO,Colinas do Sul,167900.916,8433191.676
953,GO,Corumbaíba,122957.805,7990507.577
952,GO,Corumbá de Goiás,91769.173,8235689.283
954,GO,Cristalina,221428.62,8144319.486
955,GO,Cristianópolis,105982.842,8094698.602
956,GO,Crixás,-36455.857,8386561.819
957,GO,Cromínia,34144.818,8083250.106
958,GO,Cumari,166777.535,7977683.931
951,GO,Córrego do Ouro,-93754.041,8190703.859
959,GO,Damianópolis,373090.722,8389968.866
960,GO,Damolândia,33397.501,8197947.395
961,GO,Davinópolis,229488.027,7991328.557
962,GO,Diorama,-169509.946,8195053.999
963,GO,Divinópolis de Goiás,348356.913,8530886.359
964,GO,Doverlândia,-281983.123,8137125.929
965,GO,Edealina,4183.255,8067492.546
966,GO,Edéia,-24295.229,8076031.105
967,GO,Estrela do Norte,59722.588,8463289.692
968,GO,Faina,-75987.929,8285005.828
969,GO,Fazenda Nova,-118534.084,8202067.092
970,GO,Firminópolis,-66506.765,8159655.259
971,GO,Flores de Goiás,279905.806,8402066.756
972,GO,Formosa,249336.823,8280577.048
973,GO,Formoso,80347.791,8487636.961
5675,GO,Gameleira de Goiás,110812.132,8174114.294
975,GO,Goiandira,173275.68,7992119.1
978,GO,Goianira,27134.204,8171143.038
974,GO,Goianápolis,70336.594,8170383.395
976,GO,Goianésia,57795.951,8302984.253
980,GO,Goiatuba,37487.165,8003193.495
979,GO,Goiás,-50746.592,8231647.282
977,GO,Goiânia,44987.908,8150263.741
981,GO,Gouvelândia,-36475.676,7933187.335
982,GO,Guapó,16472.852,8133741.041
984,GO,Guarani de Goiás,339384.909,8458170.409
983,GO,Guaraíta,-39417.22,8267587.398
985,GO,Guarinos,-6479.116,8366332.693
986,GO,Heitoraí,-17671.44,8256230.793
988,GO,Hidrolina,19118.887,8367199.554
987,GO,Hidrolândia,49683.527,8119731.755
989,GO,Iaciara,323658.442,8440479.842
990,GO,Inaciolândia,-27190.517,7948654.159
991,GO,Indiara,-30908.79,8098276.919
992,GO,Inhumas,18981.201,8185796.819
993,GO,Ipameri,165013.406,8037809.088
5674,GO,Ipiranga de Goiás,-2341.924,8317456.853
994,GO,Iporá,-154180.295,8172507.722
995,GO,Israelândia,-132135.859,8187108.49
996,GO,Itaberaí,-14667.743,8222824.075
997,GO,Itaguari,6425.384,8234679.193
998,GO,Itaguaru,2992.229,8252534.232
999,GO,Itajá,-190248.573,7878793.986
1000,GO,Itapaci,10162.285,8341929.821
1001,GO,Itapirapuã,-101518.975,8242873.642
1002,GO,Itapuranga,-31207.858,8273503.448
1003,GO,Itarumã,-170210.006,7913245.051
1004,GO,Itauçu,6717.698,8203073.649
1005,GO,Itumbiara,54416.378,7959350.159
1006,GO,Ivolândia,-118709.8,8155790.509
1007,GO,Jandaia,-48159.115,8107889.126
1008,GO,Jaraguá,35306.653,8253613.242
1009,GO,Jataí,-213264.48,8010385.55
1010,GO,Jaupaci,-137091.871,8202212.114
1011,GO,Jesúpolis,31516.039,8231856.168
1012,GO,Joviânia,9970.187,8025672.979
1013,GO,Jussara,-129058.752,8237073.383
5672,GO,Lagoa Santa,-173886.976,7866286.57
1014,GO,Leopoldo de Bulhões,100573.701,8158851.942
1015,GO,Luziânia,184656.782,8200805.315
1016,GO,Mairipotaba,22444.524,8081957.726
1017,GO,Mambaí,379678.258,8398640.431
1018,GO,Mara Rosa,48525.431,8446643.933
1019,GO,Marzagão,114250.64,8007909.469
1020,GO,Matrinchã,-117330.124,8285394.197
1021,GO,Maurilândia,-65940.435,8004775.444
1022,GO,Mimoso de Goiás,160084.11,8333542.201
